"ID_CODE","SIMPLIFIED","TRADITIONAL","PINYIN","TYPE","DESCRIPTION","HSK_LEVEL","MESURE_WORD","SYNONYME","SEE_ALSO"
"4505","辩证","辯證","biànzhèng","(名) noun","to investigate; dialectical","6","","",""
"4506","辫子","辮子","biànzi","(名) noun","plait; braid; pigtail; a mistake or shortcoming that may be exploited by an opponent; handle","6","根, 条","",""
"4507","边境","邊境","biānjìng","(名) noun","frontier; border","6","","",""
"4508","边界","邊界","biānjiè","(名) noun","boundary; border","6","","",""
"4509","边疆","邊疆","biānjiāng","(名) noun","border area; borderland; frontier; frontier region","6","","",""
"4510","边缘","邊緣","biānyuán","(名) noun","edge; fringe; verge; brink; periphery; marginal; borderline","6","","",""
"4511","辽阔","遼闊","liáokuò","(形) adjective","vast; extensive","6","","",""
"4512","达到","達到","dádào","(形) adjective","to reach; to achieve; to attain","5","","",""
"4513","达成","達成","dáchéng","(动) verb","to reach (an agreement); to accomplish","6","","",""
"4514","迁就","遷就","qiānjiù","(动) verb","to yield; to adapt to; to accommodate to (something)","6","","",""
"4515","迁徙","遷徙","qiānxǐ","(动) verb","to migrate; to move","6","","",""
"4516","迄今为止","迄今爲止","qìjīnwéizhǐ","(连) conjunction","so far; up to now; still (not)","6","","",""
"4517","迅速","Same","xùnsù","(形) adjective","rapid; speedy; fast","5","","",""
"4518","过","過","guò","(动) verb","(experienced action marker); to cross; to go over; to pass (time); to celebrate (a holiday); to live; to get along; excessively; too-; (Chinese surname)","2","","",""
"4519","过于","過於","guòyú","(副) adverb","too much; excessively","6","","",""
"4520","过分","過分","guòfèn","(形) adjective","excessive; undue; overly","5","","",""
"4521","过去","","guòqu","","(in the) past; former; previous; to go over; to pass by","","","",""
"4522","过失","過失","guòshī","(名) noun","defect; fault","6","","",""
"4523","过奖","過獎","guòjiǎng","(动) verb","to over-praise; to flatter","6","","",""
"4524","过度","過度","guòdù","(形) adjective","excessive; over-; excess; going too far; extravagant; intemperate; overdue","6","","",""
"4525","过敏","過敏","guòmǐn","(名) noun, (形) adjective, (动) verb","to be allergic; allergy","5","None","",""
"4526","过期","過期","guòqī","(形) adjective, (动) verb","to be overdue; to exceed the time limit; to expire (as in expiration date)","5","","",""
"4527","过渡","過渡","guòdù","(动) verb","to cross over (by ferry); transition; interim; caretaker (administration)","6","","",""
"4528","过滤","過濾","guòlǜ","(动) verb","to filter; filter","6","","",""
"4529","过瘾","過癮","guòyǐn","(形) adjective","to satisfy a craving; to get a kick out of something; gratifying; immensely enjoyable; satisfying; fulfilling","6","","",""
"4530","过程","過程","guòchéng","(名) noun","course of events; process","4","个","",""
"4531","过问","過問","guòwèn","(动) verb","to show an interest in; to get involved with","6","","",""
"4532","迈","邁","mài","(动) verb","take a step","6","","",""
"4533","迎接","Same","yíngjiē","(动) verb","to meet; to welcome; to greet","5","","",""
"4534","迎面","Same","yíngmiàn","(副) adverb","directly; head-on (collision); in one's face (of wind)","6","","",""
"4535","运动","運動","yùndòng","(名) noun, (动) verb","to move; to exercise; sports; exercise; motion; movement; campaign","2","场","",""
"4536","运气","運氣","yùnqi","(名) noun","luck (good or bad)","5","","",""
"4537","运用","運用","yùnyòng","(动) verb","to use; to put to use","5","","",""
"4538","运算","運算","yùnsuàn","(名) noun","(mathematical) operation","6","","",""
"4539","运行","運行","yùnxíng","(动) verb","to be in motion; to move; (of a computer) to run","6","","",""
"4540","运输","運輸","yùnshū","(动) verb","transport; haulage; transit","5","个","",""
"4541","近","Same","jìn","(形) adjective, (副) adverb","near; close to; approximately","2","","",""
"4542","近代","Same","jìndài","(名) noun","modern times","5","","",""
"4543","近来","近來","jìnlái","(副) adverb, (动补式) verb complement","recently; lately","6","","",""
"4544","近视","近視","jìnshì","(形) adjective","shortsighted; nearsighted; myopia","6","","",""
"4545","还","還","huán","(动) verb","to pay back; to return; (Chinese surname)","3","","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E9%82%84&amp;cache=88790"" class=""pinyin"">h&aacute;i</a> still; still in progress; still more; yet; even more; in addition; fairly; passably (good); as early as; even; also; else"
"4545","还","還","hái","(名) noun, (副) adverb","still; still in progress; still more; yet; even more; in addition; fairly; passably (good); as early as; even; also; else","2","","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E9%82%84&amp;cache=792"" class=""pinyin"">hu&aacute;n</a> to pay back; to return; (Chinese surname)"
"4546","还原","還原","huányuán","(动) verb","to restore to the original state; reduction (chemistry)","6","","",""
"4547","还是","","háishi","","or; still; nevertheless; had better","","","",""
"4548","这","這","zhè","(代) pronoun","this; these; (commonly pr. [zhei4] before a classifier, esp. in Beijing)","1","","",""
"4549","这儿","","zhèr","(代) pronoun","here","","","",""
"4550","进","進","jìn","(动) verb","to advance; to enter; to come (or go) into; to receive or admit; to eat or drink; to submit or present; (used after a verb) into, in; to score a goal","2","","",""
"4551","进化","進化","jìnhuà","(形) adjective","evolution","6","个","",""
"4552","进口","進口","jìnkǒu","(动) verb","to import; imported","5","","",""
"4553","进展","進展","jìnzhǎn","(动) verb","to make headway; to make progress","6","","",""
"4554","进攻","進攻","jìn'gōng","(动) verb","to attack; to assault; to go on the offensive; attack; assault; offense (sports)","6","","",""
"4555","进步","進步","jìnbù","(名) noun, (形) adjective, (动) verb","progress; improvement; to improve; to progress","5","个","",""
"4556","进而","進而","jìn'ér","(连) conjunction","and then (what follows next)","6","","",""
"4557","进行","進行","jìnxíng","(动) verb","to advance; to conduct; underway; in progress; to do; to carry out; to carry on; to execute","4","","",""
"4558","远","遠","yuǎn","(形) adjective","far; distant; remote","2","","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E9%81%A0&amp;cache=88409"" class=""pinyin"">yu&agrave;n</a> to distance oneself from (classical)"
"4558","远","","yuàn","","to distance oneself from (classical)","","","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E9%81%A0&amp;cache=88408"" class=""pinyin"">yuǎn</a> far; distant; remote"
"4559","违反","違反","wéifǎn","(形) adjective","to violate (a law)","5","","",""
"4560","违背","違背","wéibèi","(形) adjective","to violate; to be contrary to","6","","",""
"4561","连","連","lián","(形) adjective, (连) conjunction, (介) preposition, (副) adverb","to link; to join; to connect; continuously; in succession; including; (used with 也, 都 etc) even; company (military); (Chinese surname)","4","","",""
"4562","连同","連同","liántóng","(连) conjunction","together with; along with","6","","",""
"4563","连年","連年","liánnián","(名) noun","successive years; over many years","6","","",""
"4564","连忙","連忙","liánmáng","(副) adverb","promptly; at once","5","","",""
"4565","连续剧","連續劇","liánxù jù","(名) noun","serialized drama; dramatic series; show in parts","5","部","",""
"4566","连锁","連鎖","liánsuǒ","(名) noun","to interlock; to be linked; chain (store etc)","6","","",""
"4567","迟到","遲到","chídào","(形) adjective, (动) verb","to arrive late","3","","",""
"4568","迟疑","遲疑","chíyí","(动) verb","to hesitate","6","","",""
"4569","迟缓","遲緩","chíhuǎn","(形) adjective","slow; sluggish","6","","",""
"4570","迫不及待","Same","pòbùjídài","(动) verb","impatient (idiom); in a hurry; itching to get on with it","6","","",""
"4571","迫切","Same","pòqiè","(形) adjective","urgent; pressing","5","","",""
"4572","迫害","Same","pòhài","(动) verb","to persecute; persecution","6","","",""
"4573","迷人","Same","mírén","(形) adjective","fascinating; enchanting; charming; tempting","6","","",""
"4574","迷信","Same","míxìn","(名) noun, (形) adjective","superstition; to have a superstitious belief (in something)","6","","",""
"4575","迷失","Same","míshī","(形) adjective, (动) verb","lost; not knowing one's location","6","","",""
"4576","迷惑","Same","míhuo","(形) adjective","to puzzle; to confuse; to baffle","6","","",""
"4577","迷路","Same","mílù","(形) adjective, (动宾式) verb object","to lose the way; lost; labyrinth; labyrinthus vestibularis (of the inner ear)","5","","",""
"4578","迸发","迸發","bèngfā","(动) verb","to burst forth","6","","",""
"4579","迹象","跡象","jìxiàng","(名) noun","mark; indication; sign; indicator","6","","",""
"4580","追悼","Same","zhuīdào","(动) verb","to mourn; to pay last respects; mourning; memorial (service etc)","6","","",""
"4581","追求","Same","zhuīqiú","(动) verb","to pursue (a goal etc) stubbornly; to seek after; to woo","5","","",""
"4582","追究","Same","zhuījiū","(动) verb","to investigate; to look into","6","","",""
"4583","退","Same","tuì","(动) verb","to retreat; to decline; to move back; to withdraw","5","","",""
"4584","退休","Same","tuìxiū","(形) adjective, (动) verb","to retire; retirement (from work)","5","","",""
"4585","退步","Same","tuìbù","(形) adjective, (动) verb","to do less well than before; to make a concession; setback; backward step; leeway; room to maneuver; fallback","5","","",""
"4586","送","Same","sòng","(动) verb","to deliver; to carry; to give (as a present); to present (with); to see off; to send","2","","",""
"4587","适合","適合","shìhé","(形) adjective, (动) verb","to fit; to suit","4","","",""
"4588","适宜","","shìyí","(形) adjective","suitable; appropriate","","","",""
"4589","适应","適應","shìyìng","(形) adjective, (动) verb","to adapt; to fit; to suit","4","","",""
"4590","逃","Same","táo","(动) verb","to escape; to run away; to flee","5","","",""
"4591","逃避","Same","táobì","(动) verb","to escape; to evade; to avoid; to shirk","5","","",""
"4592","选举","選舉","xuǎnjǔ","(名) noun","to elect; election","5","次, 个","",""
"4593","选手","選手","xuǎnshǒu","(名) noun","athlete; contestant","6","","",""
"4594","选拔","選拔","xuǎnbá","(动) verb","to select the best","6","","",""
"4595","选择","選擇","xuǎnzé","(名) noun, (动) verb","to select; to pick; choice; option; alternative","3","","",""
"4596","透明","Same","tòumíng","(形) adjective","transparent; open (non-secretive)","5","","",""
"4597","逐年","Same","zhúnián","(副) adverb","year after year; with each passing year; over the years","6","","",""
"4598","逐步","Same","zhúbù","(副) adverb","progressively; step by step","5","","",""
"4599","逐渐","逐漸","zhújiàn","(副) adverb","gradually","4","","",""
"4600","递","遞","dì","(动) verb","to hand over; to pass on something; to gradually increase or decrease; progressively","5","","交给",""
"4601","递增","遞增","dìzēng","(动) verb","to increase by degrees; in increasing order; incremental; progressive","6","","",""
"4602","途径","途徑","tújìng","(名) noun","way; channel","6","","",""
"4603","逗","Same","dòu","(动) verb","to stay; to stop; to pause (while reading); to tease (play with)","5","","",""
"4604","通俗","Same","tōngsú","(形) adjective","common; everyday; average","6","","",""
"4605","通常","Same","tōngcháng","(副) adverb","regular; usual; normal; usually; normally","5","","",""
"4606","通用","Same","tōngyòng","(形) adjective","common (use); interchangeable","6","","",""
"4607","通知","Same","tōngzhī","(名) noun, (动) verb","to notify; to inform; notice; notification","4","个","",""
"4608","通讯","通訊","tōngxùn","(名) noun","communications; news story; dispatch","5","个","",""
"4609","通货膨胀","通貨膨脹","tōnghuò péngzhàng","(名) noun, (形) adjective","inflation","6","","",""
"4610","通过","通過","tōngguò","(动) verb","by means of; through; via; to pass through; to get through; to adopt; to pass (a bill or inspection etc); to switch over","4","","",""
"4611","逛","Same","guàng","(动) verb","to stroll; to visit","4","","",""
"4612","逝世","Same","shìshì","(形) adjective","to pass away; to die","6","","",""
"4613","速度","Same","sùdù","(名) noun","speed; rate; velocity","4","个","",""
"4614","造反","Same","zàofǎn","(动) verb","to rebel; to revolt","6","","",""
"4615","造型","Same","zàoxíng","(名) noun","modeling; mold-making; model or mold; molding; pose","6","","",""
"4616","造成","Same","zàochéng","(动) verb","to bring about; to create; to cause","5","","",""
"4617","逢","Same","féng","(形) adjective","to meet by chance; to come across; to fawn upon","6","","",""
"4618","逮捕","Same","dàibǔ","(动) verb","to arrest; to apprehend; an arrest","6","","",""
"4619","逻辑","邏輯","luóji","(名) noun","logic (loanword)","5","","",""
"4620","逼迫","Same","bīpò","(动) verb","to force; to compel; to coerce","6","","",""
